Data,ID,Name,Power,Alliance,T4-Kills,T5-Kills,Total Kill Points,Dead Troops,Troops Power
2025/08/02,90357130,ë きつねさま ë,"28,106,928",62BZ,"236,502","133,344","5,244,838","975,181","13,205,267"
2025/08/02,67829307,犬畜生百式,"27,948,203",62EV,"1,492,106","963,090","34,288,306","5,266,985","10,434,432"
2025/08/02,130572600,ʚよあんの料理番,"27,883,307",62MJ,"12,832","51,649","1,164,730","37,269","5,862,979"
2025/08/02,75668299,KieRaha4544,"27,584,092",62GT,"126,283","6,083","1,954,416","424,053","9,489,787"
2025/08/02,146547653,LiLi・サートー,"27,467,187",62MJ,370,"13,204","416,856","565,998","7,791,077"
2025/08/02,72271566,x もこ x,"27,259,339",62MJ,"356,269","389,250","11,828,515","2,537,845","5,174,967"
2025/08/02,63313365,ᵛᶰメQuân,"26,688,635",62EV,"1,036,680","114,603","12,855,515","1,295,189","2,118,600"
2025/08/02,60671285,よあんの秘書,"26,461,718",62MJ,"340,553","291,319","9,284,753","206,169","2,289,875"
2025/08/02,130572825,ʚよあんのお針子ɞ,"26,423,164",62MJ,"4,030","24,150","529,871",0,"5,139,078"
2025/08/02,138982499,ʚ亞ɞ ひざくら,"26,362,236",62Bs,786,"3,748","116,948","212,758","11,523,107"
2025/08/02,85798304,Yakiishi,"26,247,543",62MM,"1,845,493","68,904","20,129,053","1,741,937","9,677,335"
2025/08/02,117680004,のぶサブとぅ,"26,199,062",62BZ,"59,978","67,056","1,941,321","223,994","4,710,639"
2025/08/02,78197736,ラシ農場12,"26,140,152",62Bs,"1,329,811","1,327,503","39,858,375","3,925,651","8,671,542"
2025/08/02,102272123,村西サブ2,"26,104,902",62BZ,0,"3,870","83,248","608,820","7,768,701"
2025/08/02,75680804,Rhubarbe,"26,063,862",Orus,"139,122","14,937","2,138,282","2,113,645","6,086,978"
2025/08/02,76112681,兎仮眠,"26,023,003",62Ys,"780,549","333,206","14,663,848","3,831,682","1,592,749"
2025/08/02,43521685,森男,"25,963,979",Y#JK,"731,813","1,408,809","36,832,221","2,557,217","9,950,641"
2025/08/02,86253659,有村零式,"25,897,906",62EV,"2,037,921","1,427,910","49,287,509","3,378,163","9,589,787"
2025/08/02,80865525,Xarbitrage,"25,822,984",62MM,"50,583","41,672","1,426,319","666,237","12,421,584"
2025/08/02,97782330,ぴよ4,"25,693,758",OPAi,"5,515","19,239","439,962","1,700,672","7,689,582"
2025/08/02,93847448,肉は地球を救う,"25,660,297",62BZ,"243,233","377,981","10,002,400","1,595,076","8,690,471"
2025/08/02,62083257,微糖sub肆,"25,616,931",62MJ,"621,553","1,079,329","27,828,381","5,597,789","3,863,405"
2025/08/02,71032191,後ペカもバケ,"25,593,746",myj6,"27,481","15,741","1,201,846","218,485","11,754,236"
2025/08/02,71902084,微糖sub参,"25,575,128",62MJ,"590,251","876,649","23,465,798","5,148,508","4,003,712"
2025/08/03,62121593,ᴾʳItsukiちゃま,"126,872,702",62BZ,"187,983,677","252,308,163","6,963,208,704","49,169,092","68,488,032"
2025/08/03,56436934,cre556,"123,249,189",62Ys,"148,724,759","226,949,625","6,074,163,214","51,858,868","62,994,619"
2025/08/03,45172788,紅ᶜ虎tärö,"119,056,624",62Ys,"285,576,329","468,262,801","12,257,922,454","41,245,871","58,978,104"
2025/08/03,43414870,SIN身寸米青,"118,782,183",62Ys,"201,996,360","332,642,479","8,755,616,060","61,839,233","57,642,813"
2025/08/03,138315117,yaki180sx,"113,415,453",62Ys,"65,355,683","223,214,058","5,122,618,142","12,460,311","57,097,833"
2025/08/03,69286615,ë火渡丞ë,"107,352,320",62Ys,"156,204,977","296,198,606","7,535,832,081","41,025,635","48,766,700"
2025/08/03,86437914,火将あおくま,"106,758,320",62Ys,"203,189,582","402,522,720","10,127,118,133","35,999,575","47,581,400"
2025/08/03,86462900,HIZAKURA,"103,814,191",62Ys,"150,953,281","359,793,280","8,727,595,565","22,389,723","46,431,721"
2025/08/03,44393932,鬼silverbackÆ,"102,493,335",62Ys,"60,584,968","136,290,302","3,354,853,930","35,675,567","43,343,815"
2025/08/03,70503548,紅ˣルル・ラクス,"101,814,885",62Ys,"92,028,758","131,638,851","3,574,777,658","28,664,488","44,175,565"
2025/08/03,21659280,ʚ fibpipi ɞ,"100,826,681",62Ys,"123,252,879","228,338,086","5,841,284,774","33,290,106","43,012,061"
2025/08/03,91496232,紅ˣ ジン,"99,701,294",62BZ,"161,832,701","361,019,029","8,861,236,295","30,920,582","41,105,674"
2025/08/03,50898218,SUIRȺN,"99,552,243",62Ys,"147,357,027","241,316,606","6,315,546,696","46,271,875","40,640,223"
2025/08/03,63797256,管理職キセル Æ,"99,074,480",62Ys,"374,651,592","418,515,973","12,161,544,942","34,511,951","40,320,460"
2025/08/03,74815838,とちまる00605,"98,820,958",62Ys,"79,679,707","198,786,625","4,791,133,418","20,308,398","41,126,638"
2025/08/03,66294152,ʚ豹ɞ Rasshii,"97,909,810",62Ys,"236,792,538","425,583,445","10,930,937,184","40,473,018","39,519,590"
2025/08/03,63729084,ʸˢ BaKuChI Æ,"97,181,503",62Ys,"63,225,345","165,267,921","3,949,614,082","14,630,342","39,646,533"
2025/08/03,81057748,Ishi ちゃま,"96,931,310",62Ys,"163,521,789","254,069,899","6,727,566,611","24,903,595","45,209,358"
2025/08/03,46175375,紅ˣ デデドン,"96,815,155",62Ys,"144,544,406","324,700,945","7,955,068,556","26,388,402","37,170,535"
2025/08/03,75579014,ともママ,"96,799,247",62Ys,"58,461,739","209,796,721","4,817,965,933","25,097,192","38,900,027"
2025/08/03,43195392,Pô珍VaziBoo,"96,631,193",62Ys,"218,482,505","525,972,965","12,745,307,507","34,966,557","38,286,673"
2025/08/03,50769820,ヒデロ,"96,331,320",62Ys,"201,158,985","166,260,892","5,401,581,619","31,488,246","37,574,600"
2025/08/03,57960264,Æ閻魔Rimuru,"96,248,571",62Ys,"141,666,984","325,240,145","7,939,638,956","30,536,620","37,418,451"
2025/08/03,86781410,紅ˣ Nobooのぶ,"96,235,003",62BZ,"69,544,219","224,401,835","5,195,554,808","16,034,128","39,952,433"
2025/08/03,75566107,zurgom,"96,196,265",62Ys,"46,380,280","67,865,184","1,828,633,060","18,019,244","40,619,395"
2025/08/03,86349143,紅ˣ MIZUKAZE,"96,137,260",62BZ,"83,394,714","210,564,472","5,051,633,729","21,399,949","37,591,843"
2025/08/03,46388305,boti ぎーの,"95,751,279",62Ys,"63,491,189","129,499,725","3,231,235,826","33,702,568","37,253,109"
2025/08/03,69345081,にゃぎʚnxɞ,"95,581,743",62Ys,"103,316,761","251,305,061","6,080,778,812","16,739,362","37,669,873"
2025/08/03,63774646,NORIMETAL Æ,"95,195,754",62BZ,"106,803,293","241,522,275","5,935,451,090","22,850,054","37,425,384"
2025/08/03,48275800,ʸˢglonige Æ,"94,729,639",62Ys,"179,103,049","413,571,007","10,088,984,254","29,425,443","35,807,569"
2025/08/03,43594774,紅ˣ ぺじぃ,"94,557,940",62Ys,"123,501,049","275,084,214","6,776,188,788","22,703,423","37,279,620"
2025/08/03,46840585,冷奴カズキチÆ,"91,635,692",62Ys,"56,635,605","101,392,795","2,610,035,442","32,598,914","33,784,322"
2025/08/03,45188350,紅ˣ マイキー,"91,434,765",62BZ,"68,005,098","216,135,309","5,013,804,490","19,050,395","33,660,145"
2025/08/03,63631811,紅ˣ ゴロリーÆ,"90,743,754",62Ys,"77,708,972","167,843,154","4,141,305,725","22,273,669","32,986,634"
2025/08/03,43458429,紅x雪坊主,"90,731,189",62Ys,"463,436,336","261,172,046","10,010,134,864","29,947,612","32,581,169"
2025/08/03,61953062,裏ボス・ユミエラ,"90,624,577",62TM,"159,103,811","180,828,069","5,243,422,882","33,517,739","33,527,857"
2025/08/03,44900008,じぇんとD5,"90,015,480",62Ys,"98,535,842","197,408,840","4,964,793,201","34,256,358","31,692,560"
2025/08/03,65742436,TAIKI,"89,561,151",62Ys,"161,679,527","133,274,162","4,380,688,231","25,824,850","31,899,581"
2025/08/03,59221224,ʸˢ ʚïɞよあん,"89,254,612",62Ys,"72,047,517","177,202,818","4,274,906,137","19,502,886","31,760,422"
2025/08/03,75537207,ʸˢうさぎ Æ,"89,092,825",62Ys,"78,859,730","123,257,578","3,272,321,947","33,530,626","31,026,655"
2025/08/03,86419633,火将口シエル,"88,999,118",62Ys,"48,019,818","112,423,349","2,741,069,518","14,964,148","33,354,098"
2025/08/03,66165609,ʸˢ Emoo Æ,"87,809,736",62Ys,"83,926,751","215,832,218","5,160,105,008","15,003,658","29,862,116"
2025/08/03,56224326,Acid Black 2020,"87,517,672",62Ys,"53,655,140","155,052,362","3,642,796,338","16,752,615","29,099,052"
2025/08/03,73891745,徳川田信秀,"86,457,350",no alliance,"41,634,603","76,965,381","1,983,564,548","33,069,169","30,319,280"
2025/08/03,44034654,motul23,"86,358,684",62Ys,"34,106,783","104,318,736","2,447,965,931","20,284,611","29,698,614"
2025/08/03,43827528,ʸˢnøødle,"86,243,108",62Ys,"53,197,880","110,496,869","2,753,481,856","22,593,091","29,565,388"
2025/08/03,90988807,NanaKat,"86,105,578",62BZ,"22,748,897","75,865,563","1,755,961,459","13,304,986","29,550,608"
2025/08/03,64288854,紅ˣ Marumiちゃま,"85,829,922",62BZ,"72,759,232","124,425,927","3,240,028,204","21,553,526","28,992,352"
2025/08/03,43260320,ᴼᴴあぱ,"85,800,301",62BZ,"137,796,499","261,883,366","6,633,356,535","28,692,684","28,634,681"
2025/08/03,61418186,肉肉18,"85,798,196",62BZ,"62,027,447","135,442,585","3,336,724,063","20,737,042","30,012,426"
2025/08/03,75764903,Noko12,"85,580,969",62Ys,"50,603,150","104,854,435","2,620,621,845","18,268,689","31,579,379"
2025/08/03,52655143,コウスケ34,"84,639,653",62Ys,"46,356,662","68,957,490","1,889,950,343","15,745,430","28,413,633"
2025/08/03,44338285,Hirokita026,"84,547,326",62BZ,"102,605,832","133,953,811","3,753,917,876","24,500,882","26,923,106"
2025/08/03,75715573,いーちゃんÆ,"84,484,164",62BZ,"41,527,750","73,700,944","1,895,750,784","12,631,314","27,479,894"
2025/08/03,44105544,Pô珍VaziPoo,"84,420,767",62Ys,"44,574,722","51,060,088","1,477,272,819","31,498,669","27,714,097"
2025/08/03,52059202,ʸˢmorio Æ,"84,198,736",62Ys,"132,163,764","223,435,087","5,833,451,640","25,163,141","26,428,116"
2025/08/03,64955618,犬畜生零式,"84,092,751",62BZ,"38,307,484","58,575,827","1,557,601,336","13,056,801","27,864,581"
2025/08/03,46666349,紅ˣ skïn,"83,976,033",62BZ,"199,714,527","309,451,658","8,220,667,673","45,208,993","25,582,313"
2025/08/03,90774894,PANASONIC vn,"83,869,150",62BZ,"49,511,710","108,928,084","2,690,214,334","13,669,942","28,274,080"
2025/08/03,48356981,紅ˣ ふっく,"83,608,609",62Ys,"59,822,434","117,318,067","2,955,361,141","25,005,800","24,789,239"
2025/08/03,53533972,のりのり48,"82,990,732",no alliance,"27,732,521","19,360,749","692,769,850","12,700,025","27,581,062"
2025/08/03,55440003,紅ˣ futasora,"82,209,100",62BZ,"45,669,035","81,812,365","2,104,243,247","17,843,532","25,580,930"
2025/08/03,61321258,紅ˣ のびー,"81,828,087",no alliance,"54,165,614","84,092,162","2,234,540,537","19,667,752","24,915,467"
2025/08/03,58841319,濃い綾鷹,"81,560,760",62Ys,"3,398,281","12,728,482","291,239,023","14,980,686","27,865,810"
2025/08/03,138362915,Shiro Itachi,"81,456,619",no alliance,"56,961,792","72,968,504","2,052,879,143","8,410,830","26,483,299"
2025/08/03,76902220,紅ほっぺnarumoちゃま,"81,314,177",62BZ,"19,134,144","68,419,586","1,563,149,609","12,612,166","25,838,407"
2025/08/03,60397571,ぴよねえ,"81,118,846",62Ys,"104,021,219","137,847,135","3,814,497,717","18,701,014","24,187,176"
2025/08/03,45793372,どっふぃーた,"81,077,518",62Ys,"27,083,750","82,235,149","1,926,452,348","13,670,102","28,292,975"
2025/08/03,53608410,BÖN,"80,824,555",62Ys,"94,894,119","146,261,953","3,894,907,078","25,018,667","24,243,335"
2025/08/03,75995466,마뚱이,"80,662,322",62BZ,"22,834,977","37,940,372","1,002,160,953","15,115,670","24,268,789"
2025/08/03,75898438,ねこっ痔,"80,422,009",62Ys,"37,000,764","99,757,228","2,368,119,358","17,727,243","23,600,089"
2025/08/03,52814571,金太郎Æ,"80,390,627",62Ys,"25,622,929","40,634,722","1,121,685,733","21,883,115","23,789,857"
2025/08/03,55065591,ʸˢCooÆ,"80,332,258",62Ys,"43,918,015","97,994,752","2,404,465,093","18,216,660","23,993,388"
2025/08/03,43534607,きよっかす,"80,314,755",62Ys,"13,728,716","30,561,947","750,317,592","20,040,222","24,055,385"
2025/08/03,50098845,ﾁﾝpô隊 ガル美,"80,287,450",62Ys,"116,128,113","83,058,116","2,917,761,249","48,006,614","22,273,180"
2025/08/03,63992306,ʸˢ紅りんごÆ,"80,128,559",62Ys,"23,946,717","70,027,551","1,641,898,746","19,744,668","24,310,689"
2025/08/03,62101961,Onaちゃま,"80,108,456",62BZ,"44,939,733","71,217,690","1,878,210,154","10,971,962","20,411,936"
2025/08/03,56303355,にゃんこネコ,"80,070,077",62Ys,"39,275,213","50,018,858","1,403,788,863","15,236,170","25,041,286"
2025/08/03,87413138,ロマークエオルシア,"79,964,519",62MJ,"8,492,202","11,216,055","312,273,141","14,842,524","26,216,199"
2025/08/03,90904241,紅ˣ ケンtärö,"79,686,500",62BZ,"54,053,603","115,931,830","2,868,517,153","14,068,759","23,633,080"
2025/08/03,53813223,ʸˢ B B Æ,"79,360,569",62Ys,"52,793,804","61,467,554","1,765,819,673","25,241,548","22,713,349"
2025/08/03,43424337,HÆX,"79,254,150",62Ys,"44,497,037","79,914,381","2,066,488,555","23,643,597","26,131,419"
2025/08/03,154938108,ナイキ,"78,977,684",62BZ,"27,261,745","25,735,990","821,634,181","4,144,442","23,634,414"
2025/08/03,44331105,もっこりÆ,"78,664,917",62Ys,"51,020,520","75,616,086","2,025,358,850","15,510,477","22,126,897"
2025/08/03,54303154,ネギネギᴅ,"78,617,204",62Ys,"44,432,831","100,838,791","2,470,606,231","23,133,565","21,974,784"
2025/08/03,62075692,Hanaちゃま,"78,540,944",62BZ,"70,567,185","62,641,562","1,983,369,724","23,564,410","20,235,524"
2025/08/03,47773149,紅ˣ 雀雀3,"78,352,539",62BZ,"31,314,491","49,269,082","1,302,146,361","13,692,329","25,641,081"
2025/08/03,43394199,紅ˣ ɢᴀs君,"78,325,889",62BZ,"205,378,124","117,517,066","4,517,798,119","30,343,093","21,029,019"
2025/08/03,58546327,またわー48,"78,210,566",62BZ,"14,600,708","24,200,890","631,055,905","11,009,122","23,233,249"
2025/08/03,61731164,Gr SAI5,"78,189,685",62Ys,"160,743,238","208,085,844","5,789,566,092","36,427,197","20,891,665"
2025/08/03,60745472,ゆり子,"78,006,496",62TM,"99,640,629","135,657,742","3,767,280,870","24,378,015","21,745,076"
2025/08/03,61714704,ʚ fibril ɞ,"77,893,248",62Ys,"68,666,884","124,375,864","3,190,131,001","24,013,708","21,286,278"
2025/08/03,75607809,Asmr24,"77,702,478",62Ys,"2,651,283","2,171,552","79,108,296","15,165,117","21,136,158"
2025/08/03,154741314,Mo ももももも,"77,478,059",62BZ,"16,350,225","38,586,653","960,705,455","5,458,898","23,588,561"
2025/08/03,75587994,Cibunnn,"76,852,620",62BZ,"5,310,273","6,229,596","178,136,551","7,032,852","21,083,000"
2025/08/03,52651826,きむりん320,"76,499,546",62Ys,"21,967,664","26,709,132","763,110,837","20,543,531","20,484,526"
2025/08/03,84714336,戦Yupi ちゃま,"76,097,887",62BZ,"63,763,253","99,656,136","2,636,632,367","42,507,367","19,714,117"
2025/08/03,75613491,PASIR705,"76,055,634",62Ys,"44,909,051","49,139,910","1,445,005,405","20,551,004","19,561,314"
2025/08/03,53322739,Asu kariN,"75,982,092",62Ys,"20,986,965","55,079,877","1,314,033,616","12,468,265","22,923,122"
2025/08/03,75679130,XxReNzOxX,"75,784,886",62Ys,"6,926,086","11,302,400","296,046,154","10,435,858","21,672,469"
2025/08/03,86443543,ruru・rakusu1,"75,358,125",62Ys,"76,811,997","79,891,449","2,397,875,372","39,098,812","17,760,555"
2025/08/03,44002835,Mana walker,"74,179,282",62Ys,"124,477,711","184,738,774","4,974,718,678","25,825,829","21,759,548"
2025/08/03,17473606,ŠioMiGaDjuro,"73,793,734",62Ys,"5,860,506","10,235,865","263,745,464","15,032,970","19,282,707"
2025/08/03,63721938,紅ˣ モグスケ,"73,662,813",no alliance,"38,121,614","36,640,737","1,127,120,006","19,740,420","16,455,293"
2025/08/03,45719095,小雪坊主,"73,657,138",62Ys,"104,873,659","92,968,540","2,940,426,166","27,325,649","26,627,869"
2025/08/03,75554833,松次郎,"73,618,314",62Ys,"102,978,299","96,926,329","3,033,092,622","17,661,989","18,600,494"
2025/08/03,86288108,紅ˣ ʚこんɞ,"72,908,445",62BZ,"26,730,060","46,836,267","1,237,333,756","22,173,825","25,562,946"
2025/08/03,102273426,紅ˣ村西とおる,"72,752,929",62BZ,"35,987,739","72,916,451","1,855,131,534","26,039,013","16,397,859"
2025/08/03,45150232,ラッシーサブだよ,"72,437,494",no alliance,"128,276,831","108,169,988","3,479,899,962","33,475,081","16,100,224"
2025/08/03,53972521,紅ˣ Pororiちゃま,"72,410,762",62BZ,"93,094,691","133,107,223","3,656,551,926","23,407,561","15,815,292"
2025/08/03,46044173,ʸˢglosta Æ,"72,394,438",62Ys,"32,551,921","50,078,325","1,340,941,891","29,142,054","16,709,871"
2025/08/03,63826732,りんちー,"72,362,237",62Ys,"69,589,845","141,814,094","3,546,199,126","21,952,682","15,231,467"
2025/08/03,63600496,JUJUMAKI,"72,356,394",62BZ,"24,869,365","44,997,227","1,152,342,271","14,634,007","17,127,224"
2025/08/03,84678016,ᴶᴼᴱ Hung,"72,270,610",62Ys,"65,627,876","106,532,663","2,816,733,226","25,608,322","16,478,940"
2025/08/03,48819294,ʸˢglonike Æ,"71,731,166",62Ys,"179,377,812","210,816,473","6,051,152,936","33,641,740","14,894,696"
2025/08/03,76049585,Shinn boss,"71,450,610",62GT,"545,971","940,225","24,588,127","5,874,335","16,254,190"
2025/08/03,75199114,LocKỾ,"71,413,180",62Ys,"45,287,422","37,002,892","1,226,201,635","11,338,672","14,836,060"
2025/08/03,63503392,bui47,"71,291,963",62BZ,"16,037,408","20,804,930","580,133,184","15,731,363","15,283,543"
2025/08/03,61940800,水銀ﾁﾝPôもっこり,"70,690,150",62Ys,"19,897,947","35,631,962","919,091,752","25,175,323","14,325,230"
2025/08/03,73102255,おとーん Æ,"70,571,735",62Ys,"14,689,155","24,122,997","633,070,345","14,875,199","15,673,094"
2025/08/03,75551736,たまごま,"70,268,019",62Ys,"12,327,243","33,104,371","800,438,894","10,999,747","21,599,981"
2025/08/03,76340651,ゴネタ0826,"69,822,907",62Ys,"63,045,447","92,144,790","2,490,244,945","14,772,040","15,001,517"
2025/08/03,44521587,紅ˣねふぇるPïtö,"69,525,630",no alliance,"58,932,358","39,185,677","1,408,105,381","19,859,704","13,419,313"
2025/08/03,75599779,ANUBIS EG,"69,320,364",62Ys,"25,857,197","31,951,100","911,631,118","14,170,815","13,589,494"
2025/08/03,76340322,るいぼすtea Æ,"69,290,651",62Ys,"12,639,952","32,428,235","775,774,716","12,552,501","18,812,689"
2025/08/03,56868340,博打,"69,250,074",62Ys,"3,459,375","5,737,516","151,069,826","5,101,476","16,101,770"
2025/08/03,44858086,のりそん,"69,235,670",62Ys,"19,202,467","22,847,280","654,005,708","17,880,910","11,965,250"
2025/08/03,74799240,紅ˣ まはろᵁᵂ,"69,224,130",62BZ,"27,609,760","38,239,211","1,047,247,605","9,696,092","14,025,239"
2025/08/03,60410525,げききち Ǣ,"69,211,189",62Ys,"56,685,019","55,266,131","1,682,063,790","18,315,240","13,188,119"
2025/08/03,53757320,D toomo,"68,811,574",no alliance,"101,191,741","80,021,835","2,632,540,756","13,062,104","13,949,207"
2025/08/03,67648024,紅ˣëBLASTë,"68,457,192",62BZ,"53,786,625","71,977,421","1,982,648,372","15,386,034","12,157,172"
2025/08/03,80392008,AltCtrlDlt,"68,341,393",62BZ,"43,686,510","26,825,015","984,370,833","13,400,547","21,899,853"
2025/08/03,88365101,ʚ水ɞ ひざくら,"67,246,857",62Ys,"5,742,704","9,455,423","246,751,456","12,571,446","21,895,706"
2025/08/03,79489008,ANUBIS Eg,"67,075,093",62BZ,"9,265,474","13,739,961","375,469,169","9,997,007","15,009,823"
2025/08/03,75803233,大雪坊主,"66,902,662",62EV,"18,526,575","11,295,324","415,603,870","19,608,648","21,700,781"
2025/08/03,86444858,RENAエンジェルス,"66,659,459",62MJ,"10,352,684","13,177,133","371,215,514","15,062,787","15,265,133"
2025/08/03,76168162,하트비는 내리고,"66,588,572",62Ys,"1,444,477","3,610,949","87,804,737","8,449,401","11,107,402"
2025/08/03,86074350,ハローマック,"66,386,326",no alliance,"14,242,048","19,494,048","538,738,642","27,934,724","11,093,406"
2025/08/03,44331666,ʸˢsorakazeÆ,"66,360,363",62Ys,"16,642,349","31,797,390","804,954,125","7,884,520","9,766,543"
2025/08/03,44492806,無課金のYO,"65,148,688",62Bs,"85,268,515","60,147,898","2,089,945,487","19,337,164","9,054,318"
2025/08/03,75549989,하나 hime,"65,000,509",62Ys,"15,916,701","32,694,952","825,747,713","10,757,365","23,513,509"
2025/08/03,75641822,颯翔 Hayato,"64,939,922",no alliance,"805,728","1,232,690","33,631,762","5,763,833","11,512,127"
2025/08/03,59329937,ʸˢRicoSuaveÆ,"64,884,960",no alliance,"105,714,546","65,515,259","2,374,984,759","30,069,233","6,241,040"
2025/08/03,68592382,んじゃらっぱ,"64,503,370",Y#JK,"70,134,378","98,817,081","2,685,757,363","23,756,286","6,418,100"
2025/08/03,75450101,pOgAk16,"64,352,437",no alliance,"2,681,437","3,806,848","108,007,004","14,408,193","10,889,448"
2025/08/03,75564816,Thailand A,"64,328,793",Y#JK,"456,912","502,598","19,009,947","3,155,185","22,699,692"
2025/08/03,77349135,こねこっ痔,"64,056,353",62Ys,"7,636,634","10,392,425","285,031,681","12,379,042","12,359,950"
2025/08/03,75199727,ビールと餃子,"63,845,259",62Ys,"1,068,347","2,753,533","66,492,028","6,671,119","22,147,132"
2025/08/03,2588466,Wind Chasers,"62,951,317",Y#JK,"50,762,659","44,632,893","1,422,013,512","18,960,945","8,181,700"
2025/08/03,152429896,ʚ淡ɞ ふぃぶりる,"62,564,650",62Bs,"8,985,052","15,009,450","390,252,510","6,676,633","15,932,606"
2025/08/03,75675049,Dr Marihuana,"62,171,403",62BZ,"18,764,092","21,260,128","617,105,665","10,923,409","8,352,310"
2025/08/03,48259621,すーじーー,"61,694,147",vsr,"15,377,640","13,459,136","426,507,286","14,088,110","6,799,781"
2025/08/03,47070925,久保田万寿,"61,673,844",Y#JK,"13,971,366","10,165,038","344,479,954","6,677,550","4,992,824"
2025/08/03,61225184,Raru7,"61,598,476",62Ys,"71,569,054","67,040,791","2,073,572,391","18,100,278","6,868,356"
2025/08/03,53551729,紅ᴶᶜ虎Æ,"61,505,863",62BZ,"5,327,291","7,118,618","198,583,959","8,672,448","8,149,746"
2025/08/03,48819290,みーちゃんÆ,"60,816,280",62BZ,"7,668,010","5,697,618","200,545,409","6,228,057","5,264,260"
2025/08/03,75740891,紅ˣ スイカ,"60,260,596",no alliance,"11,271,085","26,513,543","645,933,907","7,663,724","14,450,772"
2025/08/03,75966931,hazel 2120,"60,073,876",vsr,"2,085,235","1,500,866","51,364,156","2,193,326","17,695,292"
2025/08/03,75683333,亮1889,"60,024,768",62US,"414,820","871,291","22,935,363","466,435","5,146,151"
2025/08/03,19969523,ZIMBA 777,"59,831,123",62AQ,"4,698,128","1,813,969","85,475,536","11,260,049","10,523,100"
2025/08/03,49758837,B4NK 62,"59,377,317",62AQ,"9,114,021","2,932,090","157,413,109","5,992,835","11,703,130"
2025/08/03,77788288,テンペスト03,"59,270,946",62BZ,"16,359,960","17,310,684","511,596,842","10,873,683","9,411,709"
2025/08/03,61504593,ᴾʳ Princeちゃま,"59,246,664",62BZ,"110,898,642","72,493,181","2,582,562,021","16,650,036","3,272,523"
2025/08/03,75627894,Night Train99,"59,153,032",62TM,"439,760","814,022","22,626,499","7,051,839","5,377,312"
2025/08/03,89031638,ʏᴅᴍ Joe,"58,978,847",62BZ,"26,019,977","20,652,593","682,776,355","19,655,293","8,683,977"
2025/08/03,75526025,ハクサマ,"58,315,936",62MJ,"408,527","70,536","5,624,951","5,888,069","5,735,010"
2025/08/03,44359215,キセルンルン,"58,300,407",62Bs,"20,920,741","12,089,648","473,732,696","6,892,641","3,461,216"
2025/08/03,64506234,isa me is yogi,"57,377,673",62Ys,"17,129,248","12,768,464","439,913,889","18,705,398","5,092,766"
2025/08/03,60331566,loveandPeace子,"57,257,501",OPAi,"5,209,091","8,403,423","221,221,360","5,417,862","2,570,734"
2025/08/03,70987081,紅ˣ 鬼烈火,"56,799,249",62Ys,"2,794,403","4,806,141","124,807,639","11,049,979","16,186,777"
2025/08/03,66401694,Renaエンジェルス,"56,665,974",62MJ,"3,377,327","2,243,226","80,235,873","2,843,170","7,723,375"
2025/08/03,66856286,Shibi333,"56,597,236",62BZ,"6,757,996","7,827,703","228,365,451","15,081,478","16,887,877"
2025/08/03,75192455,にゃんこネコー,"56,566,901",myj6,"8,852,611","8,557,197","263,966,845","10,001,079","7,349,709"
2025/08/03,91183458,紅ˣ Ser1zAwÂ,"56,110,455",62TM,"9,589,730","8,591,873","277,398,813","3,394,856","2,437,408"
2025/08/03,61806495,ʸˢ B B sub Æ,"55,800,912",62Ys,"1,046,929","2,665,715","65,162,457","2,708,009","4,768,219"
2025/08/03,128137202,Ragnar LOthBrok,"55,456,908",62BZ,"1,104,460","1,297,398","38,163,464","6,011,933","6,301,325"
2025/08/03,74387575,紅ˣミゲᴶᴾ,"55,451,951",62BZ,"14,563,506","19,318,733","546,882,191","7,923,114","7,686,741"
2025/08/03,91503174,紅ˣ 鮭ひぃちゃん,"55,210,863",no alliance,"10,556,130","12,247,500","353,882,297","10,740,157","6,123,989"
2025/08/03,134107924,秋mayoネーズ,"54,824,744",62BZ,"18,410,833","31,992,023","846,492,497","8,405,496","5,834,970"
2025/08/03,61224243,ﾁｸびドリルすな,"54,163,459",62TM,"3,633,031","2,941,834","99,084,394","12,572,264","4,361,944"
2025/08/03,36934149,猫猫猫I,"54,030,505",FRma,"23,249,214","9,134,216","456,795,374","16,192,635","2,856,563"
2025/08/03,71003331,しび3,"54,029,480",62BZ,"4,931,804","5,547,369","164,596,015","8,868,385","16,738,616"
2025/08/03,63350747,なは Hana,"51,808,296",62BZ,"1,309,132","1,251,600","40,365,426","6,240,552","3,898,111"
2025/08/03,75629357,TEQUILA KILLER,"51,752,060",62BZ,"3,517,631","5,983,045","158,923,559","6,543,154","10,839,320"
2025/08/03,132030101,۞秋Aki۞,"51,625,999",62Ys,"18,360,400","41,322,243","1,015,650,284","9,883,950","9,130,743"
2025/08/03,49313662,ブレイナード,"51,361,095",F_K3,"2,827,852","1,668,046","63,446,400","5,108,507","1,689,201"
2025/08/03,57522960,にゃんこ楓,"51,151,680",myj6,"4,424,659","6,276,717","170,883,688","6,252,621","14,296,722"
2025/08/03,163260933,ᶠʳspindrift,"50,232,368",62US,"6,329,962","580,561","75,741,135","891,378","14,404,873"
2025/08/03,99941000,痔族コスリ,"49,343,730",OPAi,"1,490,152","1,339,768","41,942,006","1,759,524","11,897,640"
2025/08/03,80363901,痔族モッコリ,"49,244,365",OPAi,"2,476,211","3,080,332","86,756,725","3,856,824","11,070,780"
